Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
2621,14690006,"GANESH L CE","2025-11-09 06:19:05",0.78468,6,ganeshlce
2622,14690169,"Ishu Rajput01","2025-11-09 06:26:03",0.78468,2,ishurajput01
2623,14690824,"Muhammad Nishmal P","2025-11-09 08:13:31",0.78468,2,muhammadnishmalp
2624,14690943,LieTaiH,"2025-11-09 14:56:34",0.78468,10,lietaih
2625,14570360,"keita kishida","2025-11-17 11:16:58",0.78468,20,keitakishida
2626,14691394,"Mohammad Abidul Islam","2025-11-09 10:27:47",0.78468,1,mohammadabidulislam
2627,14684600,"Nguyn Lai","2025-11-10 13:12:05",0.78468,14,nguynlai
2628,14688567,yjjjjc,"2025-11-14 16:07:36",0.78468,4,yjjjjc
2629,14691541,"Romain Deleris","2025-11-09 18:44:21",0.78468,8,romaindeleris
2630,14692993,doberdober,"2025-11-09 15:35:58",0.78468,6,doberdober
2631,14692996,lihaoyan8805,"2025-11-09 16:37:17",0.78468,3,lihaoyan8805
2632,14693267,"Anton Bulgakov ","2025-11-09 16:17:58",0.78468,1,antonbulgakov
2633,14683697,RandomTochh,"2025-11-09 19:40:08",0.78468,5,randomtochh
2634,14696876,ChengLY_0011,"2025-11-10 07:23:06",0.78468,1,chengly0011
2635,14696927,kayaak,"2025-11-17 06:27:11",0.78468,6,kayaak
2636,14696928,완000,"2025-11-10 07:33:35",0.78468,1,qtndhks
2637,14648721,"QIAN SHU (ちか)","2025-11-10 07:37:03",0.78468,8,qianshu7
2638,14698890,"Mohammed Muien","2025-11-10 12:47:44",0.78468,1,mohammedmuien
2639,14698973,"Sachin Khilo","2025-11-10 13:25:22",0.78468,4,sachinkhilo
2640,14700226,"Nafjan Thottathil","2025-11-10 15:49:43",0.78468,1,nafjanthottathil
2641,14701025,"Lakshana Rasan","2025-11-10 18:48:22",0.78468,3,lavanyamanuvel
2642,14700699,"Jarret Bird","2025-11-10 22:53:54",0.78468,6,birdjj
2643,14661963,"Zachary Cobb","2025-11-26 22:29:38",0.78468,56,zacharycobb
2644,14645756,Aurrorea,"2025-11-11 05:16:29",0.78468,3,shufannnw
2645,14652846,"Adeyemi Aladesawe","2025-11-11 06:03:13",0.78468,2,adeyemialadesawe
2646,14668031,tiaotiao123,"2025-11-11 07:40:07",0.78468,6,tiaotiao123
2647,14706382,Luowenhao2025,"2025-11-12 03:19:25",0.78468,7,luowenhao2025
2648,14697052,"Sayand V K","2025-11-11 10:22:55",0.78468,3,sayandvk
2649,14482256,"Gayatri Sharma #3","2025-11-11 10:35:11",0.78468,3,sharmagayatri
2650,14707414,Patrick00000,"2025-11-11 11:52:59",0.78468,5,patrick00000
2651,11115923,Poojaachavan,"2025-11-11 13:32:57",0.78468,1,poojaachavan
2652,14709314,"Narapureddy Dharanikumar Reddy","2025-11-11 15:50:50",0.78468,1,narapureddydharani
2653,14709841,Lenay8,"2025-11-12 02:36:18",0.78468,2,lenay8
2654,14710094,"Mr Sure","2025-11-11 21:28:35",0.78468,10,mrsure
2655,14709826,"Quế Phong Nguyễn","2025-11-11 18:07:09",0.78468,2,quphongnguyn
2656,14688207,"Zakaria Nacer","2025-11-15 12:50:29",0.78468,18,zakarianacer
2657,14712103,"Mateo Gudenschwager","2025-11-12 03:58:26",0.78468,10,mateogudenschwager
2658,14712608,"Abhinav A","2025-11-12 05:09:38",0.78468,1,mavis04
2659,14713176,"Fathimathu fitha k ","2025-11-12 06:53:45",0.78468,2,fathimathufithak
2660,14468843,"Nan Cohen (PwwwLe)","2025-11-12 08:49:35",0.78468,3,nancohenpwwwle
2661,14705530,Zhenghao.Zhang68,"2025-11-12 12:52:22",0.78468,7,zhenghaozhang68
2662,14714683,"Ramesh kumar Kandula13","2025-11-12 11:46:39",0.78468,9,rameshkumarkandula13
2663,14708161,"sam brosky","2025-11-12 13:22:59",0.78468,11,sambrosky
2664,14535930,"Vaibhavi Pawar","2025-11-12 13:37:16",0.78468,5,vaibhavipawar72
2665,14493355,"Zach Money890","2025-11-12 16:09:24",0.78468,5,zachmoney890
2666,14716333,"Ryan Peoples","2025-11-12 16:25:02",0.78468,6,ryanpeoples
2667,14688263,Yurikon,"2025-11-17 15:41:00",0.78468,4,yurinagayo
2668,14717858,JonatasFAO,"2025-11-12 19:36:51",0.78468,1,jonatasfao
2669,14717948,Kush.patl,"2025-11-12 20:32:03",0.78468,7,kushpatl
2670,14716924,"Syd Nzunguli","2025-11-12 20:12:21",0.78468,2,sydnzunguli
2671,14718230,"Adnane Erekraken","2025-11-12 21:04:49",0.78468,3,adnaneerekraken
2672,14677529,"Andrew Pfannenstiel","2025-11-17 22:13:38",0.78468,22,andrewpfannenstiel
2673,14718379,"Ahmad Shabani Baghani","2025-11-13 01:51:22",0.78468,6,ahmadshabanibaghani
2674,14718815,"Nazmun Ara Sultana","2025-11-13 04:58:37",0.78468,5,nazmunarasultana
2675,14720243,"minqi luo","2025-11-13 07:46:04",0.78468,4,minqiluo
2676,14715133,Arifshaik,"2025-11-13 09:52:45",0.78468,3,kl2400033219
2677,14724315,hemanth2343,"2025-11-13 10:31:26",0.78468,3,hemanth2343
2678,13342785,"Apple Vl","2025-11-13 12:13:26",0.78468,2,applevl
2679,14725507,"Shu Han Lai","2025-11-13 13:28:38",0.78468,2,shuhanlai
2680,14728423,"Jasper #5","2025-11-13 20:14:31",0.78468,2,trapsta
2681,14390657,"Anna Smith","2025-11-14 05:58:20",0.78468,3,annasmith16
2682,14246621,Soueth,"2025-11-21 15:10:05",0.78468,8,soueth
2683,14730754,triplecrown,"2025-11-14 04:03:57",0.78468,1,triplecrown123
2684,14732012,"Duy Le Duc","2025-11-14 07:47:45",0.78468,5,thefrogsociety
2685,14732412,LeeDragon12138,"2025-11-14 11:43:33",0.78468,5,leedragon12138
2686,14127832,J.Martin,"2025-11-15 20:02:37",0.78468,3,acefking
2687,14733595,sesh.uyeh,"2025-11-14 17:06:43",0.78468,10,seshuhey
2688,14736245,Bahya,"2025-11-14 19:54:46",0.78468,3,bahyak
2689,14729764,"Andrew Cullen Covenant","2025-11-19 19:56:21",0.78468,17,andrewcullencovenant
2690,14739566,HachiHachi88,"2025-11-15 03:30:24",0.78468,2,hachihachi88
2691,14739762,Chandbabu32165,"2025-11-15 03:40:36",0.78468,1,chandbabu32165
2692,14734373,X_Nefertar,"2025-11-15 07:48:53",0.78468,8,xnefertar
2693,14742624,Nomun7,"2025-11-15 08:18:38",0.78468,8,nomun7
2694,14743926,"Ayush Bhattacharya","2025-11-15 09:49:53",0.78468,2,ayushbhattacharya
2695,14744827,"Ayaz Mansuri","2025-11-15 10:33:19",0.78468,1,ayazmansuri
2696,14724983,luoxiii,"2025-11-17 14:23:55",0.78468,23,luoxiii
2697,14749402,uiiu99,"2025-11-16 04:12:43",0.78468,3,uiiu99
2698,14677587,"Vinicius José Morais Dos Passos","2025-11-16 00:38:51",0.78468,9,vjmpassos
2699,14711068,"Krystian #3","2025-11-23 22:23:56",0.78468,5,krystianx
2700,14736811,"Vidhu Shrivastava","2025-11-16 01:13:46",0.78468,7,vidhushrivastava
2701,14752363,"Hernandez John","2025-11-16 03:18:47",0.78468,6,hernandezjohn
2702,13963887,Yitzik,"2025-11-16 03:53:38",0.78468,2,yitzik
2703,14753064,"eli plutchok","2025-11-16 04:04:39",0.78468,9,eliplutchok
2704,14754431,anmol_bansal_47,"2025-11-16 06:41:59",0.78468,3,anmolbansal47
2705,14754509,takos3,"2025-11-17 02:42:55",0.78468,5,takos3
2706,14283872,"tashiro katsuki","2025-11-16 08:01:32",0.78468,10,tashirokatsuki
2707,14754921,"НЯМЦЭЦЭГ Батхүү","2025-11-16 08:06:32",0.78468,6,nyamtsetsegbatkhuu
2708,14695682,"toki #2","2025-11-16 08:50:14",0.78468,2,zeno1192
2709,14748626,"DAISUKE INOUE","2025-11-18 15:09:44",0.78468,16,daisukeinoue74
2710,14756169,Intution,"2025-11-16 10:05:36",0.78468,3,ideain
2711,14756879,"yuhang song","2025-11-16 11:58:20",0.78468,3,syh887
2712,14757309,"Marton Czifra","2025-11-23 20:59:37",0.78468,11,martonczifra
2713,14758741,"Kouki #2","2025-11-20 14:00:07",0.78468,14,koukiito
2714,14759042,ngatomtomtom,"2025-11-17 04:32:27",0.78468,14,ngatomtomtom
2715,14758552,"James Wright","2025-11-16 15:18:53",0.78468,3,jameswright001
2716,14759837,"Yoshihito Hayashi","2025-11-16 17:25:58",0.78468,9,yoshihitohayashi
2717,14760026,jiubugaosuni,"2025-11-17 03:52:59",0.78468,3,jiubugaosuni
2718,14760096,"Akos Banfalvi","2025-11-16 17:17:53",0.78468,1,akosbanfalvi
2719,14760118,MrDrozdy,"2025-11-16 17:46:30",0.78468,8,mrdrozdy
2720,14314272,itokumi,"2025-11-16 18:35:43",0.78468,5,riwgoinatd
2721,14761543,"shopping 8376","2025-11-16 22:44:07",0.78468,2,shopping8376
2722,14762209,"An jee eun","2025-11-17 02:31:53",0.78468,5,anjeeeun
2723,14351291,hj060830,"2025-11-23 05:55:34",0.78468,34,hj060830
2724,14763799,SungBeen034,"2025-11-17 07:54:54",0.78468,2,sungbeen034
2725,14756379,HearTKing,"2025-11-17 06:53:21",0.78468,17,heartking
2726,14766139,pengcheng12346,"2025-11-17 11:11:34",0.78468,1,pengcheng12346
2727,14767016,winwin714,"2025-11-18 06:38:20",0.78468,7,winwin714
2728,14767899,hyee90654,"2025-11-18 13:06:27",0.78468,2,hyee90654
2729,14768490,SelimSnmn,"2025-11-17 15:47:34",0.78468,1,selimsnmn
2730,14770447,"Nicholas Wilson S","2025-11-17 21:02:06",0.78468,1,nicholaswilsons
2731,14768885," Oriol Ventura ","2025-11-18 00:04:52",0.78468,18,oriolventura
2732,14730094,"YU-HSUAN CHANG","2025-11-25 04:30:32",0.78468,11,doooooola
2733,14776786,Chipwy,"2025-11-18 07:26:29",0.78468,5,chipwy
2734,14777213,Hongyutaek6,"2025-11-19 06:05:41",0.78468,2,hongyutaek6
2735,14733123,SimoDomi,"2025-11-18 08:42:13",0.78468,4,simodomi
2736,14778290,leon_ly,"2025-11-18 11:06:38",0.78468,10,lyleon
2737,14779590,"Amina Faney","2025-11-18 11:56:31",0.78468,1,aminafaney
2738,14747575,"Koki ANDO","2025-11-22 03:46:55",0.78468,5,kokiando
2739,14780367,"anwar badiea","2025-11-20 12:09:05",0.78468,2,anwarbadiea
2740,14780864,"Lại An Phú- 7592","2025-11-19 16:59:29",0.78468,13,lianph7592
2741,14781516,"lO0o lY","2025-11-18 15:43:46",0.78468,3,lo0oly
2742,14781578,"Haley Belardo","2025-11-18 15:55:45",0.78468,5,haleybelardo
2743,14769689,"Solo Peyret","2025-11-21 15:02:14",0.78468,10,solopeyret
2744,14729602,"Arthur Grangeiro de Souza","2025-11-18 23:46:49",0.78468,5,arthurgrangeiro
2745,14351280,parkhyeonseo,"2025-11-26 12:44:33",0.78468,23,parkhyeonseo22
2746,14786399,"Harrison Yuan","2025-11-19 02:00:03",0.78468,3,harrisonyuan
2747,14786757,"by a","2025-11-19 03:39:59",0.78468,10,byaaby
2748,14776139,zhijianhan,"2025-11-19 06:43:28",0.78468,8,zhijianhan
2749,14788085,koushik11211,"2025-11-19 06:44:40",0.78468,1,koushik11211
2750,14788204,"Silence #3","2025-11-19 07:30:09",0.78468,2,fly1ngdutchman
2751,14540275,"Salamat Tolybaev","2025-11-20 10:27:52",0.78468,28,salamattolybaev
2752,14788850,kihoubai,"2025-11-20 06:24:49",0.78468,3,kihoubai
2753,14790062,hanaro0821,"2025-11-19 11:28:05",0.78468,1,hanaro0821
2754,14790177,"陳宗郁 CHEN,TSUNG-YU N97131470","2025-11-25 07:47:14",0.78468,15,chentsungyun97131470
2755,14758561,Vv_king,"2025-11-19 13:31:18",0.78468,21,vvking
2756,14755129,"Dao Dung Cao The","2025-11-19 15:32:52",0.78468,11,daodungcaothe
2757,12291019,"Md Tuhin Molla","2025-11-19 16:15:22",0.78468,4,tuhin1522
2758,14793133,"Lucas Vlad","2025-11-19 20:46:56",0.78468,8,lucasvlad
2759,14527655,NoelNyx,"2025-11-21 06:22:05",0.78468,8,noelnyx
2760,14794724,"Qiancheng ye","2025-11-20 03:29:37",0.78468,1,qianchengye
2761,14351050,DOHY98,"2025-11-20 06:02:54",0.78468,14,dohy98
2762,14795638,"Eaktana Apinyawiwat","2025-11-20 06:47:58",0.78468,2,apeaktana
2763,14737461,Cholo,"2025-11-20 09:18:00",0.78468,24,oxcholo
2764,14796716,"Adithyan Hari 008","2025-11-21 05:43:06",0.78468,5,adithyanhari008
2765,14797463,hihiqqyo_1,"2025-11-22 09:22:16",0.78468,11,hihiqqyo1
2766,5758750,"Vivek Lakshmanan","2025-11-20 12:34:09",0.78468,1,viveklaks
2767,14797920,rlarbals4611,"2025-11-20 12:39:21",0.78468,2,rlarbals4611
2768,14797124,WANGQI6020,"2025-11-20 13:19:38",0.78468,6,wangqi0926
2769,14349863,"Ch Pranay","2025-11-20 17:48:10",0.78468,3,chpranay
2770,5919513,"Nawaz Gafar","2025-11-20 19:20:17",0.78468,8,nawazgafar
2771,14793796,"Pedro Henrique Rodrigues Moy","2025-11-25 17:06:41",0.78468,24,moypedro
2772,14802828,"Isaac Lei","2025-11-21 01:40:56",0.78468,1,isaaclei
2773,14693584,"Grant Widener","2025-11-21 02:27:54",0.78468,13,grantwidener
2774,14804400,sein.youn,"2025-11-21 06:06:06",0.78468,10,younsein
2775,14805584,"Kyle Perry","2025-11-21 07:06:52",0.78468,4,kylexul
2776,14806597,"Bettina Atherine Harve","2025-11-25 09:55:45",0.78468,2,bettinaatherineharve
2777,14807007,Faisalwp,"2025-11-21 10:16:42",0.78468,2,faisalwp
2778,14809232,bnm8888,"2025-11-21 16:31:49",0.78468,10,bnm8888
2779,14810019,"donald wilson","2025-11-21 17:47:08",0.78468,1,donaldwilson
2780,14810096,p0415530,"2025-11-21 17:55:29",0.78468,1,p0415530
2781,14789209,Eptegral,"2025-11-27 15:59:26",0.78468,9,"gokturkcolak,integlon"
2782,14810990,"Mohammed Ghunaim","2025-11-21 23:35:31",0.78468,2,mohammedghunaim
2783,14810976,"Md. Saminul Amin","2025-11-23 05:26:49",0.78468,12,mdsaminulamin
2784,14810849,"Ali dosha Morfi","2025-11-22 15:25:31",0.78468,7,alidoshamorfi
2785,14815433,"Nazmul Islam #3","2025-11-22 15:54:48",0.78468,2,nazmul1005
2786,14351047,"Junhee Son","2025-11-23 05:32:27",0.78468,20,junheeson
2787,13509582,"Abhang Kolte","2025-11-23 18:03:50",0.78468,14,abhangkolte
2788,14380993,"Daichi Yonekura","2025-11-23 00:36:03",0.78468,19,daichiyonekura
2789,14817192,"李沈鴻 SHEN-HUNG LEE N97141378","2025-11-23 01:32:00",0.78468,1,shenhungleen97141378
2790,14818576,"Cetacea www6159","2025-11-23 07:39:47",0.78468,10,cetaceawww
2791,14819010,"Daijiro Omi","2025-11-23 07:39:01",0.78468,1,daijiroomi
2792,13065203,"Daniel Wang #4","2025-11-23 10:42:45",0.78468,10,journey233
2793,14819248,DHDHDHDH,"2025-11-23 13:17:20",0.78468,9,dhdhdhdh4
2794,14820221,GptApr1L,"2025-11-23 12:15:02",0.78468,1,gptapr1l
2795,14820198,Aladdinnb,"2025-11-23 12:19:27",0.78468,3,aladdinnb
2796,14351075,th1542,"2025-11-26 06:54:31",0.78468,27,th1542
2797,14820041,"Journey Wang","2025-11-23 13:27:29",0.78468,6,journeywang
2798,14815942,"Souhail EL Hamdany","2025-11-23 14:48:48",0.78468,5,souhailelhamdany
2799,14821248,fredafu,"2025-11-23 16:13:44",0.78468,10,fredafu555
2800,13108173,"yucheng fu","2025-11-27 08:50:30",0.78468,5,freda515
2801,14823490,"rémi chenouri","2025-11-24 01:04:20",0.78468,7,rmichen
2802,14824228,Joules12,"2025-11-24 04:35:27",0.78468,9,joules12
2803,14809496,guohui,"2025-11-25 17:20:41",0.78468,20,guohui012
2804,14824295,"Kyle Aidan Chua","2025-11-24 04:50:08",0.78468,10,kcdlsu
2805,14824390,kashfdjs,"2025-11-24 05:06:34",0.78468,7,kashfdjs
2806,14822258,"Jacob Persson","2025-11-24 08:23:17",0.78468,2,jacobpersson
2807,14826317,"Rick Sanchez #3","2025-11-24 09:15:41",0.78468,4,amashkk
2808,13164885,zsxs,"2025-11-24 12:51:46",0.78468,10,zhaosaxishi
2809,14351287,jsy1101,"2025-11-24 13:23:53",0.78468,3,jsy1101
2810,14828495,"Puneet Poddar","2025-11-24 14:47:56",0.78468,1,puneet2769
2811,14828684,"tianci Yan","2025-11-24 15:48:38",0.78468,4,tianciyan
2812,14829188,"Jaisukh BK","2025-11-24 16:54:46",0.78468,5,jaisukhbk
2813,14829508,"Humphrey Baggleswade  ","2025-11-24 17:40:44",0.78468,1,humphreybaggleswade
2814,14829771,"dara koy","2025-11-24 18:38:03",0.78468,2,darakoy
2815,14829346,yusumin22,"2025-11-26 07:09:00",0.78468,26,yusumin22
2816,14829434,"Syed Ahnaf Bakht","2025-11-24 19:23:32",0.78468,7,syedahnafbakht
2817,14817766,a1cd11,"2025-11-25 02:34:38",0.78468,14,a1cd11
2818,14830964,AcchiKo,"2025-11-25 00:50:10",0.78468,1,acchiko
2819,14351294,"hayeon #3","2025-11-26 11:02:46",0.78468,46,dlsrhd
2820,14819431,xiao滢,"2025-11-25 06:49:21",0.78468,11,xiaoty1
2821,14832235,"Mateo Palliser","2025-11-25 05:59:34",0.78468,5,mattewsmith
2822,14774734,"Haobin Wang","2025-11-25 05:57:25",0.78468,9,coojames
2823,14833448,"yanghan peng","2025-11-25 09:17:49",0.78468,1,yanghanpeng
2824,14351299,minjunC,"2025-11-25 10:16:42",0.78468,5,minjunc
2825,14806315,"Ning #5","2025-11-25 15:46:03",0.78468,20,s1267013
2826,13564353,"Ivan Bondarenko #2","2025-11-25 11:32:30",0.78468,6,vanya089
2827,14351048,yijh0806,"2025-11-25 12:25:51",0.78468,5,yijh0806
2828,14351282,"hyerim #2","2025-11-25 14:59:01",0.78468,33,kimhyerim06
2829,14835739,"Kite #2","2025-11-25 16:11:28",0.78468,10,kite04
2830,14835869,112502560,"2025-11-26 16:13:02",0.78468,17,hankwu0831
2831,14801517,"Patrick Medek","2025-11-25 17:34:51",0.78468,16,patrickmedek
2832,14663203,"Enrico Kalt","2025-11-25 20:05:02",0.78468,13,enricokalt
2833,14837829,VitorCd,"2025-11-26 22:41:54",0.78468,3,vitorcd
2834,14813229,"Patrick Randriamanambola","2025-11-26 01:44:17",0.78468,5,patrickrandria
2835,14833113,"KEI EMOTO","2025-11-26 01:59:48",0.78468,4,keiemoto
2836,14820399,dlwlanr,"2025-11-26 03:58:52",0.78468,17,leemook12
2837,14839486,"xiaolin pang","2025-11-26 05:05:02",0.78468,1,xiaolinpang
2838,11431457,阪本　猛,"2025-11-26 06:58:47",0.78468,7,mou0123
2839,14840275,eunsol0622,"2025-11-26 09:11:36",0.78468,8,eunsol0622
2840,14351064,"oh sanghyeock","2025-11-26 10:39:16",0.78468,20,goodboy3618
2841,14836371,yejin84,"2025-11-26 12:46:35",0.78468,16,yejin84
2842,14834127,pimint,"2025-11-27 10:48:54",0.78468,8,pimint
2843,14842228,KiCaMa,"2025-11-26 13:29:21",0.78468,7,kicama
2844,14351290,Yena,"2025-11-26 14:13:47",0.78468,11,sstrawb
2845,14842893,"Wei Chen Lan","2025-11-27 12:29:16",0.78468,5,leonvei
2846,14842632,hollo123,"2025-11-26 13:46:04",0.78468,5,hollo123
2847,14602575,"raja ridere","2025-11-26 14:23:47",0.78468,7,rajaridere
2848,14843249,"Orcang Marupok","2025-11-26 14:48:26",0.78468,10,orcangmarupok
2849,14843578,"Aerivain Ut","2025-11-27 07:06:30",0.78468,10,aerivainut
2850,14821538,"Ahmed Yousef 18","2025-11-26 16:22:21",0.78468,15,ahmedyousef18
2851,14844289,"alvaro carrasco1","2025-11-26 17:12:41",0.78468,3,alvarocarrasco1
2852,14845606,PabloSAKaggle,"2025-11-27 00:22:01",0.78468,6,pablosakaggle
2853,12170313,Ryo_Kanazawa_39,"2025-11-27 23:51:39",0.78468,14,ryokanazawa39
2854,14762007,jeongmin14,"2025-11-27 06:14:39",0.78468,18,jeongmin14
2855,14847388,"Kyla Angeline","2025-11-27 07:29:55",0.78468,10,kylaangeline
2856,14847448,"kyla  tognno","2025-11-27 08:33:19",0.78468,10,kylatognno
2857,14765558,"ryota chris nakazeko","2025-11-27 11:41:25",0.78468,9,ryotachrisnakazeko
2858,13416079,lixruize,"2025-11-27 09:00:54",0.78468,28,lixruize
2859,14848050,AIrena,"2025-11-27 09:25:40",0.78468,1,airena
2860,14848546,"Jan Aubrey Valdez","2025-11-27 10:36:45",0.78468,1,janaubreyvaldez
2861,14798403,松下アルジェンサ,"2025-11-27 13:44:41",0.78468,3,aljhencer
2862,13134195,"Yiran Mao","2025-11-27 12:13:15",0.78468,9,t0m0on
2863,14849187,"Temirlan #2","2025-11-27 12:24:12",0.78468,1,tamidesu
2864,14849116,cnuKim,"2025-11-27 13:25:37",0.78468,4,cnukim
2865,13142187,zima2333,"2025-11-27 16:02:57",0.78468,9,zima2333
2866,14850605,"Peter Staykov","2025-11-27 16:52:06",0.78468,2,peterstaykov
2867,14449432,"Matheus ebani","2025-10-17 12:54:30",0.78229,2,matheusebani
2868,14449515,"Gael Abitbol","2025-09-28 23:18:20",0.78229,1,gaelabitbol
2869,14439887,"Ignacio Pugliese","2025-10-27 00:45:42",0.78229,21,ignaciopugliese
2870,14405049,sostar0832,"2025-09-29 06:40:30",0.78229,10,sostar0832
2871,14449743,modorikatuo,"2025-09-29 01:32:12",0.78229,1,modorikatuo
2872,14426752,"Ziran Chang","2025-09-29 02:05:14",0.78229,2,ziranchang
2873,14445508,"Dhriti Mudigonda","2025-09-29 03:36:30",0.78229,5,dhritimudigonda
2874,14403001,woshichenchong,"2025-09-29 03:14:22",0.78229,3,woshichenchong
2875,14432749,"Mamunur Rashid #2","2025-09-29 03:37:10",0.78229,1,mamunr01
2876,14450148,"Alberto Cabana","2025-09-29 03:37:33",0.78229,1,albertocabana
2877,14442463,NobuArg,"2025-09-29 15:02:27",0.78229,5,nobuarg
2878,14436966,"ละจะยงพล ไปชบนงกบf","2025-09-29 07:30:18",0.78229,2,benzbz112
2879,12327554,mugi.sato,"2025-10-17 04:47:28",0.78229,8,mugisato
2880,14451298,uday_tharalada,"2025-10-17 12:13:43",0.78229,9,udaytharalada
2881,14451463,jungseokhun,"2025-09-30 08:58:50",0.78229,10,jungseokhun
2882,14451806,"Kang Jooho","2025-10-01 02:55:40",0.78229,7,kangjooho
2883,14448371,"Nikunj Chauhan","2025-09-29 10:36:07",0.78229,1,billubodmas
2884,14333491,"Tenzin Tseten","2025-09-29 11:56:27",0.78229,1,uncnetest788318
2885,14452998,"Saker Elias","2025-09-29 14:35:39",0.78229,10,sakerelias
2886,14452924,"Natasha Wibowo","2025-09-29 14:41:06",0.78229,2,wibowoah
2887,14448994,"Anthony Zatika","2025-09-29 18:20:04",0.78229,5,anthonyzatika
2888,14385519,Pinacate,"2025-09-29 22:49:20",0.78229,2,pinacate
2889,14455624,"anony mous","2025-09-30 00:58:03",0.78229,10,alwaysalreadytaken
2890,9710680,gominseong96,"2025-09-30 06:50:45",0.78229,10,gominseong96
2891,14456131,Maggy_Lei,"2025-10-03 08:04:42",0.78229,3,maggylei
2892,14455625,Jeongjong,"2025-09-30 06:43:12",0.78229,5,jeongjong
2893,14458210,"Nguyen Anh Hoang","2025-10-02 02:34:10",0.78229,6,nguyenanhhoang
2894,3416136,Abshah,"2025-09-30 11:58:48",0.78229,5,abshah
2895,14452730,"Kenji Darmawan","2025-09-30 14:04:27",0.78229,9,kenjidarmawan
2896,14459642,"Solomon Hudson","2025-09-30 15:39:27",0.78229,9,solomonhudson
2897,14448654,"Efraim Ido","2025-10-01 17:01:29",0.78229,3,efraimido
2898,14460267,Moumoune,"2025-10-03 21:33:26",0.78229,15,nouserleft
2899,14461427,"Dennis D","2025-10-01 23:45:10",0.78229,7,dennisd2025
2900,14448853,"JR #3","2025-10-01 09:08:05",0.78229,4,jurijsruko
2901,11661990,farahalkenany,"2025-11-12 20:44:08",0.78229,2,farahalkenany
2902,14460638,lx00st,"2025-10-02 21:04:24",0.78229,9,lx00st
2903,14465317,Sumanth_K,"2025-10-01 15:59:56",0.78229,3,sumanthk987
2904,14467051,"Khanh Linh Lieu","2025-10-02 00:56:11",0.78229,4,khanhlinhlieu
2905,14467806,AjitChauhan31,"2025-10-02 05:38:00",0.78229,1,ajitchauhan31
2906,14468019,DominicMin333,"2025-10-13 06:59:12",0.78229,9,dominicmin333
2907,14418345,Youkaio,"2025-11-17 19:21:25",0.78229,14,ayakhedr
2908,14471414,"Brayden Gilland","2025-10-02 20:46:29",0.78229,1,braydengilland
2909,14471435,Ayah_Khedr,"2025-11-16 20:20:35",0.78229,7,ayahkhedr
2910,12635172,"Ryosuke Sasagawa","2025-10-14 22:55:53",0.78229,16,ryosukesasagawa
2911,13197480,AlfredDino,"2025-10-03 05:03:40",0.78229,1,alfreddino
2912,14401358,"Ani Aloyan","2025-10-03 08:03:07",0.78229,5,aloyanani
2913,14367160,"Abdo Ghazala","2025-10-03 13:52:38",0.78229,8,abdoghazala
2914,14474604,"Snorre Fossum #2","2025-10-04 10:49:10",0.78229,12,fossumsnorre
2915,14380309,"XiangCheng Xu","2025-10-05 21:02:32",0.78229,24,xiangchengxu
2916,14471715,"Akhil Meka","2025-10-03 17:36:50",0.78229,13,akhilmeka
2917,14474758,"Spanner Novol","2025-10-03 20:25:37",0.78229,3,spannernovol
2918,14408067,jasonkun,"2025-10-04 07:32:01",0.78229,5,jasonkun123
2919,14472984,"Taras Musakovskyi","2025-11-13 10:37:47",0.78229,117,tarasmusakovskyi
2920,14477345,YukkyLucky,"2025-10-04 08:41:27",0.78229,9,yukkyluckyhappy
2921,14473475,GigaDog,"2025-10-04 15:41:40",0.78229,2,gigadog
2922,14479167,"Dwiki Budilaksana","2025-10-04 16:14:40",0.78229,6,madedwikibudilaksana
2923,14480629,"Vikash Maheshwari","2025-10-05 04:51:52",0.78229,7,vikashmaheshwari02
2924,14446244,"Ryoga #2","2025-10-05 05:51:35",0.78229,1,ryoga24
2925,14474110,"Mohamed Younis","2025-10-05 07:58:09",0.78229,11,mohamedyounis15
2926,14439353,dyllol,"2025-10-05 09:05:08",0.78229,3,dyllol
2927,14481972,岡原龍之介,"2025-10-05 10:07:09",0.78229,1,okahara
2928,12068248,"Taishi Yakabe","2025-10-11 05:36:32",0.78229,17,taishiyakabe
2929,12489693,"Eloy Calatrava","2025-10-05 17:33:42",0.78229,1,eloycalatrava
2930,14482131,AndreasMalekos,"2025-10-06 15:52:24",0.78229,12,andee96
2931,14480011,AnnaMik19,"2025-10-06 00:47:04",0.78229,7,annamik19
2932,13023782,"Gilbert Harijanto","2025-10-15 03:58:53",0.78229,11,gilbertharijanto
2933,14484376,"Sourabh #7","2025-10-05 21:25:44",0.78229,3,sourabh1451
2934,14484564,"Артем Бернацький","2025-10-06 11:48:00",0.78229,5,saintiss
2935,12518598,"Jack #39","2025-10-05 23:49:11",0.78229,13,jackmustonen
2936,14485068,testacctt,"2025-10-06 03:03:15",0.78229,2,testacctt
2937,14485077,"Ryan Jacobs #4","2025-10-06 02:50:44",0.78229,1,ryanjacobs5
2938,14450060,新井田和輝,"2025-10-06 03:07:26",0.78229,11,kniida
2939,14439325,"Xu Jiu Nn","2025-10-10 10:45:47",0.78229,4,xujiunn
2940,14486524,Sonchik,"2025-11-18 12:30:56",0.78229,10,sofiianazaryshyna
2941,14486799,lbbbrsm,"2025-10-10 13:07:19",0.78229,12,lbbbrsm
